,P001_WA1,P001_WA2,P001_WA3,P001_WA4,P001_WA5,P001_WA6,P001_WA7,P001_WA8,P001_WA9,P001_WB1,P001_WB2,P001_WB3,P001_WB4,P001_WB5,P001_WB6,P001_WB7,P001_WB8,P001_WB9,P001_WC1,P001_WC2,P001_WC3,P001_WC4,P001_WC5,P001_WC6,P001_WC7,P001_WC8,P001_WC9,P001_WD1,P001_WD2,P001_WD3,P001_WD4,P001_WD5,P001_WD6,P001_WD7,P001_WD8,P001_WD9,P001_WE1,P001_WE3,P001_WE4,P001_WE5,P001_WE6,P001_WE7,P001_WE8,P001_WE9,P001_WF1,P001_WF2,P001_WF3,P001_WF4,P001_WF5,P001_WF6,P001_WF7,P001_WF8,P001_WF9,P001_WG1,P001_WG2,P001_WG3,P001_WG4,P001_WG5,P001_WG6,P001_WG7,P001_WG8,P001_WH1,P001_WH2,P001_WH3,P001_WH4,P001_WH5,P001_WH6,P001_WH7,P001_WH8,P002_WA01,P002_WA02,P002_WA03,P002_WA04,P002_WA05,P002_WA06,P002_WA07,P002_WA08,P002_WA09,P002_WA10,P002_WA11,P002_WB01,P002_WB02,P002_WB03,P002_WB04,P002_WB05,P002_WB06,P002_WB07,P002_WB08,P002_WB09,P002_WB10,P002_WB11,P002_WC01,P002_WC02,P002_WC03,P002_WC04,P002_WC05,P002_WC06,P002_WC07,P002_WC09,P002_WC10,P002_WC11,P002_WD01,P002_WD02,P002_WD03,P002_WD04,P002_WD05,P002_WD06,P002_WD07,P002_WD08,P002_WD09,P002_WD10,P002_WE01,P002_WE02,P002_WE03,P002_WE04,P002_WE05,P002_WE06,P002_WE07,P002_WE08,P002_WE09,P002_WE10,P002_WF01,P002_WF02,P002_WF03,P002_WF04,P002_WF05,P002_WF06,P002_WF07,P002_WF08,P002_WF09,P002_WF10,P002_WG01,P002_WG02,P002_WG03,P002_WG04,P002_WG05,P002_WG06,P002_WG07,P002_WG08,P002_WG09,P002_WG10,P002_WH01,P002_WH02,P002_WH03,P002_WH04,P002_WH05,P002_WH06,P002_WH07,P002_WH08,P002_WH09,P002_WH10,P001_WE2,P002_WC08,P002_WD11
P002_WH03,0.0307496080,0.0319043659,0.0311636821,0.0340950822,0.0327112808,0.0323394808,0.0310636823,0.0311985396,0.0315217398,0.0328510089,0.0310159371,0.0302800930,0.0332690125,0.0340475701,0.0315525705,0.0324476207,0.0311036085,0.0312747717,0.0307699435,0.0303804044,0.0314301806,0.0327269261,0.0316102313,0.0310987786,0.0309016490,0.0313898393,0.0314670970,0.0290036911,0.0303226382,0.0308346936,0.0330906649,0.0341172444,0.0318042254,0.0319865625,0.0316572929,0.0481958942,0.0297135194,0.0300307115,0.0326546978,0.0312846660,0.0323646840,0.0328493953,0.0315663547,0.0474310147,0.0283432455,0.0304110415,0.0337070360,0.0341503419,0.0308147101,0.0313151676,0.0333555536,0.0312775325,0.0486233403,0.0316368677,0.0314339568,0.0338135197,0.0332991846,0.0301134830,0.0304788760,0.0314411147,0.0317433768,0.0316331774,0.0320423995,0.0319158584,0.0336666880,0.0311944429,0.0308911929,0.0318200003,0.0311156210,0.0312243052,0.0329100645,0.0316392340,0.0265817455,0.0320004708,0.0312151121,0.0309751948,0.0312531127,0.0301200632,0.0557248948,0.1375795669,0.0299212098,0.0314953714,0.0304783895,0.0307454320,0.0308178621,0.0317234493,0.0304473873,0.0309096249,0.0297715260,0.0480943751,0.1347992735,0.0306052590,0.0321410762,0.0312609743,0.0303491445,0.0304415806,0.0312617832,0.0321387477,0.0313411837,0.0395651375,0.1290044005,0.0310211597,0.0312870563,0.0331635031,0.0293504299,0.0307665471,0.0322810609,0.0307871877,0.0309348362,0.0309860380,0.0485028422,0.0322584570,0.0312174622,0.0261554649,0.0307477469,0.0327006985,0.0322261893,0.0320942800,0.0308724799,0.0308740456,0.0473077575,0.0319968824,0.0323925781,0.0294384243,0.0312961431,0.0311671264,0.0306777494,0.0314333756,0.0319953081,0.0322219484,0.1293417226,0.0322077274,0.0307860770,0.0288452376,0.0305393030,0.0311733501,0.0315521113,0.0302496927,0.0320423538,0.0568010897,0.1515569858,0.0311762821,0.0312320282,,,,,,,,,,,
P002_WH04,0.0273583108,0.0266494945,0.0276352237,0.0315529317,0.0306473664,0.0241767669,0.0269039302,0.0265049845,0.0226314222,0.0284077064,0.0259715323,0.0255348893,0.0290917458,0.0308163442,0.0179108699,0.0270343610,0.0269859584,0.0239688019,0.0258443423,0.0259153100,0.0278827590,0.0285670336,0.0286618687,0.0190692137,0.0273890499,0.0256717053,0.0226531235,0.0364583586,0.0260248009,0.0276822489,0.0289565945,0.0299493985,0.0189420278,0.0287997002,0.0271189878,0.0560882423,0.0357045504,0.0262232011,0.0296180505,0.0248117502,0.0197697045,0.0259498131,0.0263567684,0.0550995581,0.0341687128,0.0253074983,0.0387653992,0.0307536351,0.0241819931,0.0267282124,0.0263685627,0.0265718550,0.0556607452,0.0271217051,0.0252043971,0.0383477793,0.0306748886,0.0359548375,0.0275617334,0.0259768440,0.0258969486,0.0270495740,0.0290589816,0.0375727653,0.0306211415,0.0249612790,0.0268020368,0.0247067200,0.0226931412,0.0267917633,0.0371014930,0.0256975339,0.0311531669,0.0169931636,0.0259608161,0.0259406412,0.0267306826,0.0252292528,0.0613140268,0.1494545111,0.0258408175,0.0360771407,0.0263850524,0.0261640729,0.0260648225,0.0265131240,0.0256642088,0.0269003409,0.0251206589,0.0518976637,0.1463290819,0.0356376511,0.0364961604,0.0270219991,0.0259014620,0.0270035348,0.0261481128,0.0276457115,0.0264449098,0.0416712025,0.1413589249,0.0348214742,0.0359722940,0.0283009806,0.0251524464,0.0259679533,0.0264247257,0.0252479099,0.0257106029,0.0256383899,0.0551428380,0.0359438576,0.0352534264,0.0304060266,0.0253461999,0.0277102584,0.0265148587,0.0265592835,0.0262623019,0.0278936759,0.0538952531,0.0343635632,0.0376140723,0.0353538012,0.0248916262,0.0253853997,0.0267668975,0.0273517885,0.0274361520,0.0275924561,0.1410253957,0.0384666391,0.0356732652,0.0343954807,0.0152817792,0.0267374146,0.0266646127,0.0254872143,0.0281048895,0.0621367881,0.1672506430,0.0348797501,0.0259268255,0.0315276340,,,,,,,,,,
P002_WH05,0.0168791900,0.0165068582,0.0204870418,0.0306113314,0.0292296261,0.0267086378,0.0194886522,0.0217966614,0.0253046599,0.0177761699,0.0162299822,0.0186006672,0.0292640616,0.0290382616,0.0248715643,0.0166986777,0.0219985435,0.0248475548,0.0154339972,0.0171044611,0.0206202034,0.0278146941,0.0268723056,0.0255473115,0.0161189557,0.0228407236,0.0244600469,0.0360648608,0.0168338881,0.0200614487,0.0278214425,0.0284729557,0.0256617150,0.0171874746,0.0229824326,0.0533066611,0.0348685728,0.0201699573,0.0286502784,0.0264620550,0.0255033081,0.0228724296,0.0229863613,0.0522701772,0.0334787943,0.0155306782,0.0362614505,0.0297134726,0.0257998617,0.0185187110,0.0230401565,0.0224249818,0.0533778016,0.0171193144,0.0157436723,0.0361673137,0.0283428676,0.0349230421,0.0190682387,0.0218720569,0.0220041738,0.0163316043,0.0182584386,0.0357923329,0.0299565297,0.0257721319,0.0191558097,0.0219143908,0.0241203409,0.0167246940,0.0346150242,0.0167188333,0.0303835879,0.0261816246,0.0147020306,0.0151936023,0.0165761960,0.0164210823,0.0603520983,0.1459186313,0.0154552679,0.0352609093,0.0168134548,0.0178706572,0.0193714878,0.0145438823,0.0147734561,0.0160954620,0.0165295910,0.0505937839,0.1426704029,0.0336850802,0.0349231172,0.0165237303,0.0183038710,0.0197577715,0.0147843438,0.0154066279,0.0173666803,0.0410354963,0.1381626697,0.0324348460,0.0341812416,0.0175250502,0.0173413368,0.0196448111,0.0145820064,0.0161158641,0.0154098002,0.0165218868,0.0530817962,0.0340352798,0.0344578934,0.0303634628,0.0220620394,0.0234987416,0.0162092397,0.0151884750,0.0155506751,0.0168225001,0.0514396802,0.0334611711,0.0355564823,0.0340423957,0.0222848794,0.0224158654,0.0161716671,0.0160615911,0.0174461530,0.0175198262,0.1386812713,0.0361340563,0.0343834152,0.0329399776,0.0246816467,0.0225742761,0.0156134198,0.0157200212,0.0173923589,0.0610334475,0.1651042874,0.0329171523,0.0160505092,0.0310526575,0.0252857008,,,,,,,,,
P002_WH06,0.0176828327,0.0183575270,0.0211345948,0.0318833959,0.0315213230,0.0279351186,0.0194865086,0.0232044659,0.0258319549,0.0184849755,0.0166580129,0.0195816262,0.0305397069,0.0317176432,0.0261217546,0.0190971478,0.0231173780,0.0259955310,0.0170479057,0.0167216516,0.0224742459,0.0295330800,0.0294223624,0.0272127503,0.0185398366,0.0232006777,0.0256296719,0.0361497714,0.0168799727,0.0208306839,0.0300643071,0.0309267833,0.0271058577,0.0185986793,0.0233634844,0.0560087078,0.0354515952,0.0207273727,0.0298970368,0.0272946397,0.0265821703,0.0235765583,0.0248651015,0.0547823621,0.0340364644,0.0167431058,0.0382901722,0.0311954733,0.0267016983,0.0188973032,0.0235392388,0.0230559968,0.0557948592,0.0173841865,0.0160389878,0.0377948788,0.0311850587,0.0358167716,0.0189448553,0.0233147711,0.0224576636,0.0181299996,0.0176178459,0.0364663253,0.0315191008,0.0274155858,0.0190140610,0.0221502529,0.0261524354,0.0179436692,0.0364600498,0.0172030481,0.0317667515,0.0277401921,0.0165869529,0.0160266989,0.0159977689,0.0161863495,0.0610452972,0.1492289021,0.0165832910,0.0355702954,0.0168106215,0.0191033428,0.0201995399,0.0169439495,0.0152708612,0.0161892330,0.0157298801,0.0512282135,0.1478923708,0.0345623111,0.0357183160,0.0163449864,0.0185068510,0.0208531601,0.0160181311,0.0170720650,0.0167401398,0.0412923323,0.1414692244,0.0336866646,0.0350768231,0.0171801894,0.0180878922,0.0197711036,0.0166681477,0.0156784793,0.0161834539,0.0169070736,0.0553061408,0.0348087654,0.0356317352,0.0314957682,0.0228659274,0.0237658517,0.0162304546,0.0164962156,0.0156406672,0.0179016443,0.0538830790,0.0339030270,0.0371411150,0.0367359539,0.0227575704,0.0227612762,0.0161653795,0.0161415792,0.0169649582,0.0181505342,0.1417558530,0.0377557204,0.0351208867,0.0345289291,0.0252559586,0.0239093659,0.0156326626,0.0147574721,0.0179518406,0.0622526741,0.1682186813,0.0335504342,0.0173197960,0.0310533672,0.0263769897,0.0162625570,,,,,,,,
P002_WH07,0.0186153052,0.0179787476,0.0220540937,0.0321226387,0.0315011128,0.0277714001,0.0195493672,0.0232738290,0.0260181195,0.0190599229,0.0172628190,0.0204484932,0.0308752754,0.0319169151,0.0262890101,0.0188088829,0.0239874511,0.0268892302,0.0162527732,0.0179128273,0.0214538911,0.0300457064,0.0288094052,0.0271797577,0.0188596716,0.0240312439,0.0261268268,0.0368527081,0.0171671134,0.0208062131,0.0299074976,0.0316777476,0.0275560141,0.0186813406,0.0242691345,0.0556168596,0.0359819335,0.0208702853,0.0301391873,0.0278787410,0.0261641845,0.0239674153,0.0251445800,0.0544068981,0.0339228852,0.0167391685,0.0376956379,0.0318849143,0.0266999979,0.0202713778,0.0246167352,0.0241301527,0.0555856620,0.0178924779,0.0173549656,0.0367441766,0.0314756784,0.0364233332,0.0202471863,0.0234188335,0.0230737918,0.0176110276,0.0185256140,0.0367609505,0.0324575954,0.0271359172,0.0202204549,0.0227965419,0.0256164068,0.0181291621,0.0361161830,0.0173642845,0.0321691025,0.0267334247,0.0163265080,0.0155728224,0.0149835249,0.0169142038,0.0607812256,0.1487285626,0.0158805345,0.0354665566,0.0168002791,0.0194668861,0.0206936668,0.0163321611,0.0151125794,0.0159202942,0.0166643977,0.0516782796,0.1461963127,0.0357065161,0.0365749715,0.0161060048,0.0196209314,0.0208769594,0.0176134679,0.0163573268,0.0170651006,0.0410721482,0.1413849782,0.0335764062,0.0347956423,0.0172884527,0.0184704426,0.0203837451,0.0162506007,0.0160505725,0.0152890081,0.0172808738,0.0555330396,0.0351062798,0.0353858344,0.0321186246,0.0241139175,0.0252065775,0.0159341233,0.0157351975,0.0154427970,0.0172320798,0.0539113592,0.0340452626,0.0368371775,0.0365112122,0.0240092036,0.0237385011,0.0155564786,0.0160368864,0.0170834134,0.0177978573,0.1412312699,0.0379360990,0.0346798216,0.0341598716,0.0262796428,0.0245212542,0.0163445685,0.0148267270,0.0180836420,0.0620963707,0.1689675515,0.0336027461,0.0170156404,0.0319728843,0.0263224522,0.0151693655,0.0162855602,,,,,,,
P002_WH08,0.0183920995,0.0181700505,0.0217807179,0.0328851235,0.0316283798,0.0284519978,0.0199130053,0.0235989606,0.0269283722,0.0186854141,0.0175125349,0.0202091064,0.0316047885,0.0323473779,0.0262282012,0.0188305103,0.0239080140,0.0271707971,0.0165727050,0.0174385513,0.0230487728,0.0305177833,0.0300431562,0.0283019424,0.0188365773,0.0241190466,0.0265009739,0.0365987329,0.0168744712,0.0221100885,0.0307405397,0.0323192032,0.0281926032,0.0182957201,0.0247011644,0.0573758141,0.0362662827,0.0221889708,0.0306062092,0.0278470304,0.0271090209,0.0245271236,0.0249242767,0.0558901469,0.0341634250,0.0168230733,0.0371655699,0.0318917698,0.0272177452,0.0200257213,0.0244824016,0.0246112270,0.0565467178,0.0175559398,0.0173450185,0.0376720344,0.0320342758,0.0353938622,0.0199543310,0.0243431561,0.0240501022,0.0184738554,0.0182557139,0.0367840777,0.0323369157,0.0277927630,0.0202316016,0.0224753023,0.0268328481,0.0167950641,0.0364808239,0.0171960543,0.0327976473,0.0282844596,0.0174324250,0.0161324284,0.0173857032,0.0087481770,0.0623847102,0.1519215609,0.0157013200,0.0354617048,0.0170077407,0.0196539177,0.0216556115,0.0171174411,0.0163308734,0.0167271112,0.0158985105,0.0521041108,0.1494605204,0.0349778435,0.0367234153,0.0175932965,0.0190571450,0.0207680079,0.0168838772,0.0171169632,0.0175635158,0.0414165892,0.1441907587,0.0342482992,0.0353279106,0.0188162709,0.0182706655,0.0199455838,0.0174779523,0.0168868397,0.0163792748,0.0172773059,0.0566029150,0.0355313377,0.0358298655,0.0327785988,0.0232340265,0.0260592558,0.0179396496,0.0171654385,0.0169555862,0.0177421761,0.0549607722,0.0342984860,0.0374161270,0.0376618339,0.0245471261,0.0240388476,0.0169903487,0.0167214333,0.0174450226,0.0186536482,0.1434141984,0.0381015054,0.0345270161,0.0356725557,0.0265895483,0.0252287017,0.0163605925,0.0166724196,0.0090463926,0.0630346513,0.1699117498,0.0336443889,0.0166194765,0.0314235060,0.0276864359,0.0173531936,0.0167611434,0.0170690208,,,,,,
P002_WH09,0.0621028695,0.0611660247,0.0628089539,0.0602695510,0.0611651935,0.0611254991,0.0619973534,0.0614416677,0.0613918881,0.0634733237,0.0602484518,0.0603236866,0.0606231597,0.0619370020,0.0619610540,0.0624590969,0.0624436055,0.0619087543,0.0607282100,0.0599244156,0.0623696990,0.0588088564,0.0586067549,0.0614374354,0.0615560137,0.0613011768,0.0608997662,0.0603636653,0.0598441740,0.0622180556,0.0591817106,0.0620815501,0.0616020921,0.0633218868,0.0615362891,0.0525547583,0.0618550248,0.0612209835,0.0596283922,0.0601512287,0.0614087027,0.0618122088,0.0624652778,0.0520934189,0.0586522654,0.0604972858,0.0595648698,0.0611588770,0.0592516595,0.0624054805,0.0621897349,0.0606011699,0.0528033713,0.0618360404,0.0598664743,0.0582272248,0.0602962080,0.0620480103,0.0619247304,0.0615455202,0.0610854095,0.0617305484,0.0626148177,0.0572427072,0.0612275574,0.0608571735,0.0616210070,0.0605202377,0.0603370966,0.0605465769,0.0551415460,0.0600324848,0.0568152132,0.0615668747,0.0609200723,0.0605977822,0.0620153411,0.0585220363,0.0117406819,0.1435567396,0.0599063527,0.0566024349,0.0606243410,0.0602480231,0.0611475230,0.0614162166,0.0604689841,0.0613265066,0.0596878411,0.0490662997,0.1402158861,0.0566405516,0.0562203721,0.0625917759,0.0614098179,0.0608730244,0.0612618797,0.0626104070,0.0614081798,0.0404082459,0.1355652268,0.0542316683,0.0553917489,0.0630359722,0.0602518654,0.0606871241,0.0608090813,0.0604733406,0.0599161925,0.0599272719,0.0531308112,0.0571703533,0.0569066277,0.0565874607,0.0612719099,0.0633257813,0.0619576740,0.0614430921,0.0599037063,0.0609007168,0.0516188956,0.0549044332,0.0573740141,0.0587631182,0.0601779838,0.0616554006,0.0610093391,0.0619402450,0.0621444256,0.0626717498,0.1355177950,0.0584647119,0.0552135560,0.0585916390,0.0599331742,0.0628817100,0.0605472932,0.0597755012,0.0621209491,0.0123881566,0.1617570399,0.0546419719,0.0609755755,0.0554486652,0.0613111522,0.0600457485,0.0610128464,0.0612683108,0.0621352586,,,,,
P002_WH10,0.1466627571,0.1457986602,0.1470114056,0.1469651048,0.1466066984,0.1466950612,0.1477871466,0.1464746273,0.1459509120,0.1478395946,0.1462752066,0.1436871067,0.1468920450,0.1467727283,0.1465092796,0.1479865253,0.1476799384,0.1477934840,0.1455126603,0.1455308437,0.1478444401,0.1447417884,0.1428838045,0.1471206757,0.1466796066,0.1470560512,0.1455347248,0.1417016032,0.1445696373,0.1478332181,0.1460540286,0.1472978558,0.1466562106,0.1492246296,0.1475021587,0.1392427062,0.1419580258,0.1463156958,0.1454103162,0.1444334711,0.1468411896,0.1474390324,0.1471015189,0.1378191151,0.1381032703,0.1459253667,0.1383735078,0.1456388762,0.1422711637,0.1476325949,0.1473774941,0.1451126973,0.1396888841,0.1467829810,0.1440695475,0.1391042512,0.1462778736,0.1433334314,0.1473324563,0.1470780092,0.1456258787,0.1481782299,0.1493104678,0.1387753583,0.1468935997,0.1465222612,0.1455671571,0.1462796327,0.1442185608,0.1458473107,0.1331964461,0.1451688551,0.1353592928,0.1464235232,0.1451271162,0.1449574280,0.1462877492,0.1417423248,0.1415361348,0.0207835172,0.1437217084,0.1357586922,0.1451713721,0.1462698307,0.1456785314,0.1462806973,0.1451459321,0.1475600031,0.1453743234,0.1264715289,0.0251643977,0.1357837867,0.1361396746,0.1475013680,0.1472379818,0.1441443688,0.1465458176,0.1482479017,0.1462998036,0.0967325726,0.0243394355,0.1317551112,0.1371258347,0.1479848889,0.1442242680,0.1451757104,0.1467381512,0.1449836929,0.1443809625,0.1443445865,0.1413199775,0.1365404017,0.1363193260,0.1363837649,0.1454447754,0.1474013656,0.1463978218,0.1468699585,0.1456115206,0.1466361720,0.1380514369,0.1337601790,0.1377073319,0.1401558474,0.1442398726,0.1449645893,0.1469082695,0.1452488189,0.1479844125,0.1473345863,0.0893326721,0.1407937259,0.1342211723,0.1393040605,0.1444608624,0.1472221791,0.1447757271,0.1449964271,0.1481447870,0.1431272919,0.1183252181,0.1346088499,0.1449363498,0.1345048865,0.1471820904,0.1431585631,0.1461934101,0.1459698253,0.1484988904,0.1408774938,,,,
P001_WE2,0.0166000127,0.0162945654,0.0203613033,0.0318789024,0.0317016897,0.0275213603,0.0202877797,0.0236109673,0.0265199860,0.0165910491,0.0159784189,0.0189189718,0.0307934936,0.0313352407,0.0250964994,0.0171660997,0.0236907615,0.0260169024,0.0152694805,0.0155337125,0.0220344827,0.0300345848,0.0293791922,0.0262281212,0.0174359854,0.0232611763,0.0256956983,0.0367929992,0.0156057999,0.0209149982,0.0304509212,0.0315184021,0.0262281839,0.0173319051,0.0242673979,0.0559520754,0.0361247492,0.0211906059,0.0303011335,0.0275674356,0.0258469290,0.0237938983,0.0242496966,0.0548945281,0.0339223063,0.0155000318,0.0377291526,0.0322985379,0.0264969025,0.0191055690,0.0248608026,0.0235267554,0.0555633817,0.0153172065,0.0162616563,0.0377587401,0.0311152873,0.0352540050,0.0194464273,0.0234215087,0.0233648108,0.0165583112,0.0169179996,0.0368363481,0.0312583377,0.0265107183,0.0195529456,0.0227390300,0.0261234630,0.0160168242,0.0363966023,0.0164349180,0.0330136664,0.0269244295,0.0173855071,0.0175056500,0.0178156840,0.0170331635,0.0622450152,0.1488516042,0.0149479461,0.0360232242,0.0160120062,0.0187005682,0.0215095980,0.0172586688,0.0167241551,0.0175202714,0.0173597368,0.0519706801,0.1459797954,0.0345174373,0.0368112460,0.0172661065,0.0186749826,0.0203854342,0.0165941243,0.0186173574,0.0184567424,0.0412668294,0.1411289185,0.0342541180,0.0351777367,0.0191130805,0.0182178138,0.0199147357,0.0187176440,0.0169198722,0.0180534877,0.0182688709,0.0561403357,0.0358424320,0.0354855249,0.0326311360,0.0232679218,0.0239694729,0.0191453930,0.0181023851,0.0174841875,0.0193915396,0.0542190177,0.0342101296,0.0370980031,0.0370981549,0.0223090854,0.0233216948,0.0173570579,0.0175463928,0.0186558574,0.0190094731,0.1403443130,0.0379393107,0.0347863768,0.0346019387,0.0255525728,0.0233275351,0.0179948527,0.0169681697,0.0193951521,0.0628701734,0.1673825059,0.0330029762,0.0158584695,0.0309626465,0.0269890687,0.0171609922,0.0168939380,0.0183190622,0.0184276641,0.0624560019,0.1463315970,,,
P002_WC08,0.0185985223,0.0179548051,0.0217888105,0.0332608410,0.0313382609,0.0289609707,0.0199524837,0.0227542157,0.0278118267,0.0190743999,0.0173581169,0.0201791027,0.0313918251,0.0320182300,0.0267273146,0.0190892223,0.0237791807,0.0271532439,0.0173559637,0.0178198141,0.0233997091,0.0303710140,0.0297172790,0.0280523095,0.0188554414,0.0239746189,0.0270983216,0.0371384761,0.0171954441,0.0228292542,0.0304437954,0.0318319894,0.0280298771,0.0179510835,0.0232523770,0.0563528491,0.0367948564,0.0221279066,0.0306992559,0.0284131639,0.0272213130,0.0248742568,0.0244993753,0.0559914845,0.0337164378,0.0170825908,0.0376904282,0.0319752655,0.0281158641,0.0197213794,0.0248742296,0.0241459103,0.0565344776,0.0167786215,0.0176709244,0.0377634788,0.0321533693,0.0359683731,0.0199984146,0.0247187191,0.0233375993,0.0181908620,0.0179511937,0.0366968967,0.0322831519,0.0280588725,0.0207899949,0.0228486227,0.0268056271,0.0169884819,0.0364329871,0.0177856352,0.0330036540,0.0279870100,0.0176312144,0.0163512153,0.0163923651,0.0164664567,0.0621519290,0.1510752273,0.0172863622,0.0367461507,0.0180183643,0.0194886583,0.0206880675,0.0175478826,0.0159099778,0.0151275979,0.0162067210,0.0526430981,0.1484694845,0.0351131516,0.0370048731,0.0151489486,0.0196131581,0.0213784077,0.0164245272,0.0162346466,0.0175730968,0.0423401966,0.1434391155,0.0346932830,0.0360591937,0.0172680706,0.0192347875,0.0209625418,0.0170363475,0.0163334180,0.0149644122,0.0171175072,0.0565066041,0.0354918414,0.0374833209,0.0324363110,0.0231359265,0.0257461486,0.0167106388,0.0155572321,0.0153486776,0.0169637119,0.0549393068,0.0349506735,0.0374744914,0.0380694684,0.0234588840,0.0238720563,0.0153229414,0.0161381949,0.0163822517,0.0185437453,0.1422316836,0.0389605793,0.0352922842,0.0354591619,0.0264436147,0.0244032312,0.0163652625,0.0154283584,0.0181894637,0.0630584903,0.1703172623,0.0334847240,0.0167262454,0.0321577529,0.0279020383,0.0168796353,0.0173252941,0.0173744928,0.0175910892,0.0625886592,0.1483397572,0.0186972456,,
P002_WD11,0.1424260459,0.1417193024,0.1434086860,0.1437929879,0.1436814138,0.1432843360,0.1439373887,0.1430756549,0.1428352836,0.1441983166,0.1421194545,0.1390138066,0.1435322745,0.1429719548,0.1435864667,0.1438455685,0.1437641673,0.1425934772,0.1413601297,0.1407042339,0.1438993836,0.1409819861,0.1389424195,0.1432203094,0.1432275072,0.1438596838,0.1426394187,0.1359209184,0.1395815146,0.1442762986,0.1424035609,0.1438863786,0.1430373285,0.1444713583,0.1442682432,0.1365200193,0.1376366187,0.1418269965,0.1426274217,0.1409774555,0.1426573255,0.1438311599,0.1442156629,0.1341755678,0.1351052562,0.1417607279,0.1350968477,0.1429760452,0.1389888355,0.1428337668,0.1434118253,0.1413011342,0.1354261117,0.1427028910,0.1403859577,0.1348866508,0.1423787543,0.1401125613,0.1429659722,0.1448250793,0.1422259386,0.1437489796,0.1447252631,0.1356940631,0.1440334953,0.1432426520,0.1414233640,0.1421330646,0.1415060316,0.1420173590,0.1293392392,0.1408332262,0.1315221281,0.1421523937,0.1407701310,0.1409536611,0.1419441926,0.1370261205,0.1376911583,0.0244635987,0.1386582877,0.1311638387,0.1396980610,0.1425330909,0.1416626451,0.1423587925,0.1417554140,0.1433877820,0.1416464309,0.1218991233,0.0283858791,0.1313212765,0.1313201667,0.1443290340,0.1423502453,0.1403547783,0.1429436100,0.1431069341,0.1418586523,0.0908359088,0.0260995447,0.1275025329,0.1325915354,0.1422769558,0.1386405554,0.1409259659,0.1419089142,0.1394356221,0.1397146106,0.1395849562,0.1372488069,0.1336240951,0.1310394571,0.1319338379,0.1418004311,0.1432711541,0.1420545237,0.1433368691,0.1407733695,0.1418822023,0.1345954004,0.1296295624,0.1335600547,0.1368827588,0.1395957798,0.1409777245,0.1418954451,0.1414588864,0.1435562413,0.1421246260,0.0877147770,0.1372714802,0.1295186863,0.1357180779,0.1392763992,0.1435006970,0.1403247660,0.1402334945,0.1438057940,0.1399271581,0.1181036921,0.1299597490,0.1404555520,0.1314058028,0.1420197181,0.1393939077,0.1425254699,0.1420238498,0.1444477789,0.1376534100,0.0240623025,0.1418712091,0.1443443698,
