,Griffinia_hyacinthina,Griffinia_rochae,Griffinia_nocturna,H_cipoanum_119_cpgenome_annotated_3.0,NG4400_Hip_dutilh,BEL4494_Zeph_mesoch,NG243_Zeph_montana,NG5471_Zeph_monantha,NG4932_Zeph_advena,NG2811_Zeph_cisand,NG4922_Zeph_tenuif,Rhodolirium_laetum,NG1022_Pap_laeta,NG1069_Pap_laeta,Traubia_modesta,OG2_i1_Tra_modesta,OG2_i2_Tra_modesta,OG2_i3_Tra_modesta,Rhodolirium_montanum,OG1_i2_Rho_montan,OG1_i3_Rho_montan,OG1_i4_Rho_montan,OG3_i1_Rho_andico,OG3_i2_Rho_andico,P001_WA1,P001_WB1,P001_WC1,P001_WD1,P001_WE1,P001_WF1,P001_WG1,P001_WH1,P001_WA2,P001_WB2,P001_WC2,P001_WD2,P001_WE2,P001_WF2,P001_WG2,P001_WH2,P001_WA3,P001_WB3,P001_WC3,P001_WD3,P001_WE3,P001_WF3,P001_WG3,P001_WH3,P001_WA4,P001_WB4,P001_WC4,P001_WD4,P001_WE4,P001_WF4,P001_WG4,P001_WH4,P001_WA5,P001_WB5,P001_WC5,P001_WD5,P001_WE5,P001_WF5,P001_WG5,P001_WH5,P001_WA6,P001_WB6,P001_WC6,P001_WD6,P001_WE6,P001_WF6,P001_WG6,P001_WH6,P001_WA7,P001_WB7,P001_WC7,P001_WD7,P001_WE7,P001_WF7,P001_WG7,P001_WH7,P001_WA8,P001_WB8,P001_WC8,P001_WD8,P001_WE8,P001_WF8,P001_WG8,P001_WH8,P001_WA9,P001_WB9,P001_WC9,P002_WA01,P002_WB01,P002_WC01,P002_WE01,P002_WD01,P002_WF01,P002_WG01,P002_WH01,P002_WA02,P002_WB02,P002_WC02,P002_WD02,P002_WE02,P002_WF02,P002_WG02,P002_WH02,P002_WA03,P002_WB03,P002_WC03,P002_WD03,P002_WE03,P002_WF03,P002_WG03,P002_WH03,P002_WA04,P002_WB04,P002_WC04,P002_WD04,P002_WE04,P002_WF04,P002_WG04,P002_WH04,P002_WA05,P002_WB05,P002_WC05,P002_WD05,P002_WE05,P002_WF05,P002_WG05,P002_WH05,P002_WA06,P002_WB06,P002_WC06,P002_WD06,P002_WE06,P002_WF06,P002_WG06,P002_WH06,P002_WA07,P002_WB07,P002_WC07,P002_WD07,P002_WE07,P002_WF07,P002_WG07,P002_WH07,P002_WA08,P002_WB08,P002_WC08,P002_WD08,P002_WE08,P002_WF08,P002_WG08,P002_WH08,P002_WA09,P002_WB09,P002_WC09,P002_WD09,P002_WE09,P002_WF09
P002_WC01,0.0107996343,0.0106855817,0.0119071039,0.0089996916,0.0089284040,0.0097674176,0.0097419080,0.0086048090,0.0100391486,0.0094141647,0.0093318084,0.0060098656,0.0057131549,0.0054085456,0.0054652933,0.0051979808,0.0052421469,0.0053179209,0.0033251422,0.0032729460,0.0032649563,0.0032799149,0.0035989512,0.0035813197,0.0014738659,0.0014659307,0.0015064204,0.0010721528,0.0011804707,0.0011133005,0.0014976092,0.0015293943,0.0015327461,0.0014702784,0.0013634501,0.0014920453,0.0014370800,0.0014858957,0.0013270798,0.0013441338,0.0018366056,0.0018454970,0.0018483700,0.0019040880,0.0018409925,0.0027411762,0.0029271710,0.0028148197,0.0019153911,0.0018176982,0.0018433821,0.0017322588,0.0018090351,0.0017664452,0.0018641522,0.0018456263,0.0018711492,0.0018788241,0.0018234144,0.0017930180,0.0017863045,0.0017201731,0.0011210635,0.0018822400,0.0017754374,0.0011333277,0.0011499798,0.0011487045,0.0011775964,0.0010862591,0.0010851836,0.0010942705,0.0010856656,0.0014503271,0.0014735461,0.0014380040,0.0014587017,0.0014370234,0.0013583305,0.0013025811,0.0012374095,0.0012329546,0.0012748333,0.0013225996,0.0013318744,0.0013003701,0.0013392820,0.0012918318,0.0012530392,0.0012693644,0.0012717918,0.0007650456,0.0006505675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WE01,0.0107158664,0.0105474435,0.0118333760,0.0086578484,0.0086712792,0.0092500515,0.0093794667,0.0082233175,0.0094955972,0.0091841192,0.0088563834,0.0057102167,0.0054323471,0.0050523744,0.0052218809,0.0049420420,0.0050037899,0.0048929453,0.0029719045,0.0028950999,0.0028711128,0.0029275594,0.0032232117,0.0032583826,0.0028000573,0.0027921708,0.0028168956,0.0026192755,0.0025672836,0.0026265187,0.0029111167,0.0029105671,0.0028858465,0.0028327693,0.0028123608,0.0029011477,0.0027299322,0.0028643068,0.0027290188,0.0027272236,0.0028451276,0.0028345300,0.0028566806,0.0027900356,0.0028587502,0.0004336792,0.0006138420,0.0005740470,0.0028499577,0.0028587585,0.0028850631,0.0027578832,0.0028267355,0.0028199749,0.0028894832,0.0027949508,0.0028874828,0.0029022230,0.0028480574,0.0027939880,0.0027878615,0.0026605085,0.0026365337,0.0028740596,0.0027588656,0.0026751890,0.0026928422,0.0026974871,0.0026863487,0.0026435523,0.0026497516,0.0026619992,0.0026288618,0.0027849342,0.0027839521,0.0027850631,0.0027357354,0.0027725511,0.0027000684,0.0026510963,0.0025988345,0.0026407602,0.0025497661,0.0025558331,0.0027488882,0.0026601677,0.0026767726,0.0026450734,0.0025942514,0.0025896362,0.0025353776,0.0028681178,0.0027580010,0.0027211843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WD01,0.0105312907,0.0105003679,0.0115961598,0.0084882529,0.0087215539,0.0094232491,0.0092968764,0.0083807909,0.0097338883,0.0092997587,0.0089770542,0.0055858190,0.0055194985,0.0050132618,0.0051535208,0.0051127929,0.0050877001,0.0051455909,0.0030533348,0.0028592425,0.0028506245,0.0029145119,0.0033157221,0.0033546718,0.0028415536,0.0028415536,0.0028747994,0.0026864488,0.0027090596,0.0027125174,0.0029796350,0.0030101776,0.0029853974,0.0028992579,0.0028595848,0.0029466371,0.0028355584,0.0029375481,0.0026083579,0.0027545673,0.0028722317,0.0028404443,0.0028606295,0.0028696452,0.0028690324,0.0006343410,0.0006331839,0.0006337483,0.0027279847,0.0028457080,0.0028780229,0.0027748133,0.0028449425,0.0028609184,0.0028922927,0.0028840786,0.0028903708,0.0029215162,0.0028663758,0.0027962128,0.0028061378,0.0027042173,0.0027546080,0.0028587838,0.0028086834,0.0027465116,0.0027636431,0.0027692351,0.0027579062,0.0027228953,0.0027207819,0.0027401296,0.0027126502,0.0028421721,0.0028335243,0.0028480193,0.0027425456,0.0028464692,0.0027821070,0.0026724258,0.0026155230,0.0026378386,0.0026212162,0.0026457597,0.0027972755,0.0027154404,0.0027743197,0.0026517460,0.0026352719,0.0025930146,0.0025738515,0.0028210330,0.0028199086,0.0026971390,0.0002822818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WF01,0.0107336627,0.0105265572,0.0117048759,0.0086120212,0.0086456904,0.0092896872,0.0093324860,0.0082405149,0.0097171708,0.0092015187,0.0091148913,0.0057376495,0.0054837122,0.0050979812,0.0051778304,0.0050289624,0.0050430725,0.0050306843,0.0030367273,0.0029677477,0.0029283705,0.0029907532,0.0033439090,0.0033437929,0.0028244871,0.0028165981,0.0028883008,0.0026408294,0.0027441783,0.0026753473,0.0029436168,0.0029744655,0.0029409546,0.0028731836,0.0028347002,0.0029174319,0.0028234528,0.0028904748,0.0028009398,0.0027805365,0.0028310425,0.0028378250,0.0028269651,0.0027710145,0.0028358660,0.0000552295,0.0002122320,0.0001515483,0.0028556521,0.0028513581,0.0028783409,0.0027674336,0.0028266045,0.0028306455,0.0028898271,0.0028417149,0.0028878716,0.0028396460,0.0028247707,0.0027700982,0.0027618752,0.0026614193,0.0027253399,0.0028766552,0.0027527480,0.0027151492,0.0027233087,0.0027374761,0.0027314448,0.0026512042,0.0026507038,0.0026543476,0.0026527579,0.0028487195,0.0028370572,0.0028400996,0.0027871829,0.0028454986,0.0027770434,0.0026979568,0.0026525194,0.0026961380,0.0026424632,0.0026385647,0.0027947195,0.0027081971,0.0027553473,0.0026989340,0.0026711486,0.0026563180,0.0025962560,0.0029674476,0.0028032292,0.0027011779,0.0004602188,0.0006457354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WG01,0.0107043991,0.0105064295,0.0117660005,0.0086773036,0.0086902109,0.0093927459,0.0093426588,0.0085034679,0.0096323507,0.0092010669,0.0089632767,0.0058890572,0.0055599948,0.0052010053,0.0052555468,0.0051584314,0.0052135160,0.0051576477,0.0031800746,0.0030713642,0.0030164023,0.0030870546,0.0034696659,0.0034418370,0.0028563761,0.0028563761,0.0029133010,0.0027749935,0.0028631306,0.0027866549,0.0030152065,0.0030151825,0.0029989713,0.0029345811,0.0029699279,0.0029645861,0.0028513043,0.0030413560,0.0029089265,0.0028650101,0.0029729182,0.0029315611,0.0029626045,0.0028842925,0.0029691786,0.0002224874,0.0003250754,0.0002569540,0.0029727621,0.0029779766,0.0030044222,0.0028931668,0.0029606012,0.0029106894,0.0030095949,0.0030063190,0.0030080663,0.0029668904,0.0029517404,0.0028879691,0.0028350078,0.0028220637,0.0028133074,0.0028977701,0.0029255066,0.0028099091,0.0028264352,0.0028398551,0.0028340506,0.0027853701,0.0027844863,0.0027898095,0.0027871495,0.0029681804,0.0029513812,0.0029522805,0.0028682158,0.0029573563,0.0028987296,0.0028118108,0.0027593146,0.0027786845,0.0027255138,0.0027404582,0.0029151685,0.0028337213,0.0028069241,0.0028171886,0.0028038278,0.0027775086,0.0027119756,0.0030329238,0.0028978737,0.0027641464,0.0006323307,0.0007631597,0.0001357551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WH01,0.0109041927,0.0108108703,0.0119625189,0.0087430214,0.0088559805,0.0095399521,0.0095701071,0.0085454370,0.0097579821,0.0094576462,0.0091109953,0.0059784091,0.0056952338,0.0052642879,0.0053432487,0.0051498821,0.0051987056,0.0052406391,0.0032463646,0.0030990084,0.0031160638,0.0031301624,0.0035568146,0.0035571303,0.0029808143,0.0029729268,0.0030686872,0.0028218112,0.0028945519,0.0028613110,0.0031480831,0.0031781115,0.0031539904,0.0030843348,0.0030126376,0.0031055738,0.0030070390,0.0031109664,0.0029261140,0.0029418373,0.0029976221,0.0029966079,0.0030061328,0.0029678429,0.0030152352,0.0003077148,0.0004956634,0.0003990282,0.0031087791,0.0029916519,0.0030427639,0.0029233545,0.0029913088,0.0029567678,0.0030458922,0.0030457151,0.0030442631,0.0030194667,0.0030046750,0.0029362103,0.0029150094,0.0028520347,0.0028974861,0.0030670831,0.0029220848,0.0028637633,0.0028728626,0.0028860134,0.0028674013,0.0028481756,0.0028464737,0.0028590465,0.0028476482,0.0030208888,0.0030318643,0.0030280585,0.0029916891,0.0030259010,0.0029602900,0.0028707335,0.0027904584,0.0028266738,0.0028296769,0.0028008337,0.0029334183,0.0028883643,0.0029473769,0.0028635612,0.0028639010,0.0027937173,0.0027779388,0.0031576941,0.0029898467,0.0029163202,0.0006589972,0.0008469708,0.0003411253,0.0004473459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WA02,0.0100931435,0.0100419915,0.0110880938,0.0077601160,0.0080769025,0.0086152813,0.0085114556,0.0080388926,0.0087542984,0.0084763343,0.0084573719,0.0053391643,0.0052305845,0.0049516026,0.0046271045,0.0045920350,0.0046364263,0.0046016456,0.0028520263,0.0027418953,0.0027573590,0.0027690754,0.0031259353,0.0032005816,0.0026010328,0.0026010328,0.0026450597,0.0025681348,0.0026228117,0.0026010830,0.0027348158,0.0027328694,0.0027191191,0.0026818592,0.0026905409,0.0026994909,0.0026797820,0.0027289367,0.0025691018,0.0026329021,0.0027175633,0.0027082806,0.0027157243,0.0026939726,0.0027155573,0.0002722759,0.0002809763,0.0002827350,0.0027029069,0.0026897696,0.0026818149,0.0026577293,0.0026889541,0.0026661638,0.0027684978,0.0027866616,0.0027685221,0.0026538514,0.0026450528,0.0026294538,0.0025905452,0.0025409467,0.0025894567,0.0026702302,0.0026376708,0.0025836218,0.0025850074,0.0026011958,0.0025791397,0.0025750828,0.0025748565,0.0025844508,0.0025922485,0.0026625191,0.0026434288,0.0026494377,0.0025926429,0.0026638310,0.0026034578,0.0025328333,0.0025389290,0.0025325496,0.0025108070,0.0025381583,0.0026889215,0.0025933985,0.0026084172,0.0026026709,0.0025946356,0.0025538877,0.0025458016,0.0027368093,0.0027155256,0.0026858476,0.0005913446,0.0006146458,0.0002916141,0.0002911767,0.0003882562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WB02,0.0099310832,0.0100082989,0.0109063910,0.0079271479,0.0083065801,0.0087900883,0.0087544274,0.0082388996,0.0090913571,0.0087270521,0.0085815194,0.0052932161,0.0053008528,0.0048503139,0.0046872616,0.0047090805,0.0048493279,0.0047118160,0.0028019656,0.0026453637,0.0026995947,0.0026776832,0.0031654028,0.0031405087,0.0027115215,0.0027115215,0.0027372988,0.0025760418,0.0026666772,0.0026385650,0.0028227231,0.0028227231,0.0028165069,0.0028151235,0.0028083922,0.0028159667,0.0027574326,0.0028537046,0.0025842713,0.0027686385,0.0027752132,0.0027759079,0.0027654879,0.0027427731,0.0027728858,0.0002823459,0.0001792862,0.0004308981,0.0026639497,0.0027636625,0.0027909171,0.0026912766,0.0027468795,0.0027144306,0.0028240603,0.0028332718,0.0028241087,0.0027718380,0.0027546469,0.0027032179,0.0026445027,0.0027003151,0.0026416439,0.0027465374,0.0027248274,0.0026341985,0.0026364306,0.0026513248,0.0026517187,0.0026095023,0.0026082750,0.0026206252,0.0026267470,0.0027885122,0.0027809688,0.0027786297,0.0027484714,0.0027827085,0.0027497663,0.0026624382,0.0026481397,0.0026613272,0.0026366714,0.0026985463,0.0027933533,0.0026779506,0.0026562856,0.0026859540,0.0026707793,0.0026652845,0.0026542846,0.0027635983,0.0027480098,0.0026646753,0.0006282702,0.0005308553,0.0003098597,0.0004567329,0.0004471323,0.0003347292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WC02,0.0105379445,0.0104330297,0.0114604188,0.0084022244,0.0086301328,0.0092296997,0.0090031106,0.0081756904,0.0095563848,0.0092131656,0.0089185364,0.0057015232,0.0056635082,0.0050313642,0.0050646805,0.0050879022,0.0051394785,0.0050656044,0.0031581048,0.0030306661,0.0030942467,0.0030708255,0.0033961208,0.0034303072,0.0030050229,0.0029968557,0.0031029812,0.0029070113,0.0029769940,0.0028806588,0.0031279837,0.0031598958,0.0031226112,0.0031290017,0.0030147899,0.0031141423,0.0031061187,0.0030440154,0.0028306206,0.0029031459,0.0030835177,0.0030544294,0.0030721035,0.0030470006,0.0030792478,0.0003835009,0.0003578788,0.0005182181,0.0028488623,0.0030795063,0.0030747388,0.0030262781,0.0030891494,0.0030094456,0.0031194633,0.0030832887,0.0031194887,0.0030449250,0.0030294451,0.0030156018,0.0030490292,0.0029257873,0.0029137500,0.0029964729,0.0030095591,0.0029469917,0.0029163545,0.0029306162,0.0028984930,0.0028928711,0.0028980438,0.0029019779,0.0029013374,0.0030620275,0.0030301821,0.0030219886,0.0029215353,0.0030255006,0.0029381918,0.0028880291,0.0028569720,0.0028283796,0.0027850272,0.0028096837,0.0029827261,0.0029493929,0.0029993281,0.0029487678,0.0029338533,0.0028835966,0.0028491470,0.0029453787,0.0030216609,0.0028909355,0.0007128826,0.0006996684,0.0004173613,0.0005024541,0.0005420901,0.0003241507,0.0003941711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WD02,0.0106145908,0.0103149989,0.0114839415,0.0085169394,0.0085322398,0.0090883091,0.0091988521,0.0082824338,0.0094727961,0.0090763477,0.0088237209,0.0057393814,0.0054092374,0.0050698549,0.0050727644,0.0049206368,0.0050006387,0.0048396709,0.0031247570,0.0030144611,0.0030018782,0.0030372453,0.0033930162,0.0034279568,0.0028234624,0.0028152800,0.0028324912,0.0026986326,0.0027489592,0.0026921206,0.0029382013,0.0029376739,0.0029334639,0.0029248047,0.0028613223,0.0029196648,0.0028764971,0.0028724192,0.0027970085,0.0027651178,0.0028024620,0.0028118811,0.0028164917,0.0027233484,0.0028166296,0.0002450300,0.0004323632,0.0003702370,0.0029254181,0.0028583776,0.0029102377,0.0027892424,0.0028416147,0.0028597477,0.0028661814,0.0028606309,0.0028649650,0.0028071216,0.0027919075,0.0027581086,0.0027990863,0.0027234439,0.0027211757,0.0029310155,0.0027993959,0.0027271709,0.0027103894,0.0027171551,0.0027036302,0.0026935791,0.0026926561,0.0026948228,0.0026955032,0.0028975297,0.0028892225,0.0028797663,0.0028226681,0.0028827141,0.0028510995,0.0027233121,0.0026931822,0.0027292450,0.0026812755,0.0026812026,0.0028435303,0.0027602696,0.0028285366,0.0027674651,0.0027154127,0.0027233921,0.0026681058,0.0029412506,0.0027892165,0.0028542570,0.0006400276,0.0008269958,0.0002790187,0.0003217868,0.0002715134,0.0004780644,0.0004841080,0.0004670832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WE02,0.0106047187,0.0103770088,0.0115868050,0.0084615307,0.0085119436,0.0091713338,0.0091908519,0.0082587133,0.0093699749,0.0091688615,0.0087966549,0.0058052810,0.0054965981,0.0052116326,0.0052181776,0.0049909211,0.0050369136,0.0049784076,0.0030557234,0.0030220194,0.0029807502,0.0030242696,0.0033324766,0.0033353104,0.0028219541,0.0028136317,0.0028726683,0.0027020434,0.0028013669,0.0027321385,0.0028800118,0.0029136201,0.0028605753,0.0028882236,0.0028373805,0.0029120521,0.0028386337,0.0028446224,0.0028160502,0.0027978637,0.0029147434,0.0029009123,0.0029065608,0.0028371782,0.0029071884,0.0002573109,0.0004563350,0.0003094772,0.0030000142,0.0029644489,0.0029843386,0.0028684662,0.0029153437,0.0029161076,0.0029411159,0.0028627730,0.0029391869,0.0029138445,0.0028972068,0.0028728058,0.0028354295,0.0026839388,0.0027575069,0.0029517785,0.0028157543,0.0027658933,0.0027482454,0.0027556552,0.0027479619,0.0026987340,0.0027058463,0.0027093438,0.0027074744,0.0028558529,0.0028464158,0.0028431687,0.0027761924,0.0028671541,0.0028300779,0.0027102088,0.0027090920,0.0027439107,0.0026313884,0.0027061194,0.0028499076,0.0027489268,0.0027786193,0.0027323763,0.0026887715,0.0027429421,0.0025909984,0.0029432025,0.0027785427,0.0027352708,0.0006840281,0.0008383423,0.0003001212,0.0004524036,0.0005005764,0.0004492490,0.0004719850,0.0004872634,0.0004278848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WF02,0.0104397825,0.0104610942,0.0114759467,0.0084414438,0.0085226125,0.0090886617,0.0091876483,0.0082171004,0.0092308481,0.0091787930,0.0087996024,0.0055674252,0.0053298884,0.0050857271,0.0050696752,0.0048442890,0.0048540432,0.0048340178,0.0029687915,0.0028366863,0.0028608547,0.0028612977,0.0032279976,0.0032297920,0.0026848242,0.0026768839,0.0027501952,0.0025705653,0.0026821758,0.0026425151,0.0028134140,0.0028437381,0.0028011286,0.0028020639,0.0027330072,0.0028204901,0.0027438904,0.0027651543,0.0026927133,0.0026514354,0.0027124683,0.0026838827,0.0027178886,0.0027039715,0.0027182547,0.0000872774,0.0002612671,0.0002559524,0.0028319859,0.0027522277,0.0027708360,0.0026491240,0.0027177550,0.0027258754,0.0027428178,0.0027764923,0.0027413836,0.0027243376,0.0027012121,0.0026858387,0.0026911850,0.0026265881,0.0026506099,0.0028411005,0.0026880994,0.0026388030,0.0026168266,0.0026293073,0.0026345949,0.0025911690,0.0025896506,0.0026020724,0.0026143491,0.0027489433,0.0027548474,0.0027566178,0.0026910357,0.0027360810,0.0027131386,0.0025875526,0.0025838804,0.0026343585,0.0025418467,0.0025847005,0.0027064209,0.0026153954,0.0026680175,0.0026234250,0.0026155512,0.0026118933,0.0025738619,0.0029160617,0.0027306948,0.0027196734,0.0004149361,0.0005930514,0.0000959482,0.0002975410,0.0003676558,0.0003264218,0.0003433663,0.0003865888,0.0002637694,0.0002678118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WG02,0.0107735026,0.0103984282,0.0117980887,0.0085950441,0.0085724527,0.0092507435,0.0092718930,0.0081363430,0.0094939815,0.0090727843,0.0088414245,0.0057213888,0.0054446091,0.0050882752,0.0051192253,0.0049868568,0.0049741555,0.0049273641,0.0030900158,0.0030298953,0.0030048930,0.0030459896,0.0033569003,0.0033853551,0.0027742351,0.0027662876,0.0028225854,0.0026774789,0.0027379491,0.0027124800,0.0029108189,0.0029408402,0.0029085629,0.0028639478,0.0028746142,0.0029234002,0.0028065271,0.0029191998,0.0028216765,0.0027655649,0.0028927206,0.0028649858,0.0029028377,0.0028661442,0.0029105143,0.0001429876,0.0002537088,0.0001850299,0.0029264374,0.0029342889,0.0029673960,0.0028741870,0.0029197360,0.0029207225,0.0029490024,0.0028550298,0.0029490491,0.0029326488,0.0029097838,0.0028562007,0.0027777817,0.0027487264,0.0027609624,0.0028728969,0.0028135268,0.0027673825,0.0027449576,0.0027580661,0.0027465129,0.0027049073,0.0027101089,0.0027206526,0.0027128917,0.0029098046,0.0029084067,0.0029033387,0.0027214881,0.0028823339,0.0028304717,0.0027418757,0.0026817116,0.0026776534,0.0026386706,0.0026030461,0.0028281535,0.0027763690,0.0027395868,0.0027608555,0.0027280439,0.0027063110,0.0026145052,0.0029594352,0.0028098418,0.0027477391,0.0005353460,0.0006654260,0.0001439636,0.0002974930,0.0003436947,0.0003438900,0.0003888603,0.0003218339,0.0002805719,0.0002768399,0.0001207384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WH02,0.0109690762,0.0107636269,0.0120598280,0.0091027244,0.0092818261,0.0098041846,0.0097987222,0.0087661797,0.0101611569,0.0095634380,0.0095859501,0.0061361770,0.0058547526,0.0055398261,0.0057317414,0.0054899805,0.0054856520,0.0054898863,0.0034003408,0.0032405688,0.0032724880,0.0032628950,0.0036928104,0.0036883967,0.0017345444,0.0017266827,0.0017193556,0.0016839868,0.0017740157,0.0016970131,0.0018527726,0.0018836864,0.0018568099,0.0018097693,0.0019037942,0.0018494607,0.0017102369,0.0019453177,0.0017549985,0.0017917506,0.0020300242,0.0020109012,0.0020114559,0.0020188666,0.0020194713,0.0029230613,0.0029575290,0.0029956604,0.0020905821,0.0020122997,0.0020454599,0.0019512429,0.0019960373,0.0019701684,0.0020265785,0.0020233327,0.0020261488,0.0020336735,0.0019787830,0.0019480632,0.0018188646,0.0018365430,0.0017267692,0.0019123078,0.0019090554,0.0017200689,0.0017441642,0.0017349588,0.0017255846,0.0017268778,0.0017113276,0.0017371748,0.0017286830,0.0018212837,0.0018465947,0.0018027645,0.0017527962,0.0018638272,0.0017807327,0.0017485704,0.0016676198,0.0017251452,0.0016716443,0.0017837779,0.0017715438,0.0017280934,0.0016290393,0.0017360027,0.0017427702,0.0016880018,0.0016411739,0.0020109320,0.0017597054,0.0018354634,0.0028376378,0.0029590700,0.0029117710,0.0029860364,0.0031310336,0.0027148366,0.0028363945,0.0030880847,0.0029697748,0.0029101678,0.0028750022,0.0028747982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WA03,0.0108854590,0.0106172051,0.0117930300,0.0087660142,0.0090648218,0.0096252663,0.0096907474,0.0086840298,0.0098173884,0.0095682433,0.0090320481,0.0058704378,0.0057545727,0.0052673199,0.0055387131,0.0055096673,0.0055307841,0.0054691333,0.0033653444,0.0033170043,0.0033127130,0.0033178837,0.0036691288,0.0037009463,0.0018479425,0.0018399285,0.0019046856,0.0016918609,0.0017576918,0.0016940460,0.0019130039,0.0019441326,0.0019244420,0.0018869223,0.0018427966,0.0019232928,0.0018692683,0.0018381811,0.0016272663,0.0017757055,0.0020356653,0.0020386551,0.0020422891,0.0020191677,0.0020418640,0.0029243901,0.0029281071,0.0028719232,0.0018904566,0.0020660038,0.0020522736,0.0020033184,0.0020497767,0.0020356744,0.0020502376,0.0019503389,0.0020488430,0.0019998482,0.0019442994,0.0020007138,0.0018510513,0.0017673618,0.0017290492,0.0019150301,0.0018296947,0.0017446439,0.0017296632,0.0017274639,0.0017110048,0.0017451667,0.0017514545,0.0017633511,0.0017454189,0.0018002083,0.0018092628,0.0017902728,0.0018699645,0.0018271345,0.0017481913,0.0016813633,0.0016879987,0.0017069462,0.0016814113,0.0017486460,0.0018617864,0.0017522058,0.0017744071,0.0017444772,0.0017335539,0.0016948144,0.0016772292,0.0018253008,0.0018611138,0.0017877567,0.0029043105,0.0027499407,0.0029235063,0.0030943304,0.0030745052,0.0026483983,0.0026786813,0.0027635319,0.0028896975,0.0029092688,0.0027906144,0.0029147681,0.0003957678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WB03,0.0108198808,0.0106101449,0.0117520037,0.0087383988,0.0088783149,0.0095139591,0.0095294166,0.0086031896,0.0098168856,0.0093261374,0.0093795941,0.0060210018,0.0057848400,0.0053837397,0.0056074891,0.0054262462,0.0053630063,0.0054446421,0.0033868290,0.0033148080,0.0033372854,0.0033303338,0.0038042706,0.0037282314,0.0017121615,0.0017038766,0.0017382035,0.0016746380,0.0016431578,0.0016646164,0.0018697447,0.0018861890,0.0018656079,0.0018482210,0.0018327452,0.0018503985,0.0017538915,0.0018568854,0.0017087388,0.0017377242,0.0020076378,0.0020174200,0.0020128787,0.0020785001,0.0020127453,0.0028231104,0.0029109439,0.0029159466,0.0020439070,0.0020463362,0.0020556932,0.0019813683,0.0020281643,0.0019535028,0.0020208494,0.0019919461,0.0020193778,0.0020185239,0.0019608708,0.0019788827,0.0018174650,0.0017947282,0.0017098978,0.0019509497,0.0018834217,0.0017044567,0.0016887479,0.0016870302,0.0017007213,0.0017447777,0.0017449653,0.0017557544,0.0017455000,0.0017705288,0.0017954830,0.0017649201,0.0017748930,0.0018152368,0.0017461265,0.0016677520,0.0016575798,0.0016748296,0.0016723391,0.0016821902,0.0018533975,0.0017218881,0.0017052146,0.0017134250,0.0017315469,0.0016251536,0.0016768556,0.0019565111,0.0018175245,0.0018182139,0.0028000734,0.0028045168,0.0028371209,0.0030144055,0.0030538752,0.0027285890,0.0027528570,0.0028064699,0.0028066809,0.0028242312,0.0027453561,0.0027933742,0.0003912813,0.0002688524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
